SPOORTAK_IDENTIFICATIE;RICHTING;SPOORTAK_ASL;PERCENT_ASL;RICHTING_ASL
124_213pV_4.4;0-100;124_207V_3.7;97,677669;100-0
522_217BqV_58.1;100-0;522_219AL_58.1;9,943014;0-100
522_217BpV_58.1;100-0;522_219AR_58.1;6,861926;0-100
542_501L_29.7;0-100;542_506V_29.3;0;0-100
542_504L_29.6;0-100;542_506V_29.3;0;0-100
542_504R_29.6;0-100;542_505L_29.6;0;0-100
542_504R_29.6;0-100;542_505R_29.6;0;0-100
525_435AL_77.9;0-100;525_435BV_78.0;0;0-100
087_1325R_24.2;0-100;087_1349V_25.8;0;0-100
087_1323V_24.2;0-100;087_1325L_24.2;0;0-100
087_1323V_24.2;0-100;087_1325R_24.2;0;0-100
534_1015L_44.9;0-100;534_1041AL_45.5;0;0-100
534_1015L_44.9;0-100;534_1041AR_45.5;0;0-100
617_1151AL_39.3;100-0;617_701R_38.9;100;100-0
617_1151AL_39.3;0-100;617_1151BV_39.4;0;0-100
527_113AR_17.3;100-0;527_99AR_17.2;100;100-0
527_113AR_17.3;0-100;527_117L_0.5;0;0-100
527_113AR_17.3;0-100;527_117R_0.5;0;0-100
017_65AR_70.8;0-100;604_2825V_45.9;0;0-100
540_167AR_81.8;0-100;555_237V_83.4;0;0-100
133_1061R_13.8;0-100;133_1079V_14.6;0;0-100
127_421L_49.7;0-100;127_435AL_54.0;0;0-100
127_421L_49.7;0-100;127_435AR_54.0;0;0-100
054_1373AL_54.1;0-100;054_1373BV_54.2;0;0-100
063_103BV_19.4;0-100;553_199V_20.9;0;0-100
519_27L_46.1;0-100;519_61V_46.8;0;0-100
555_521R_83.3;0-100;555_523AR_83.3;0;0-100
163_931AL_43.6;100-0;664_915L_43.3;100;100-0
163_931AL_43.6;0-100;163_933BV_43.7;0;0-100
618_23BL_58.6;100-0;618_27BR_58.6;100;100-0
093_1001AL_6.3;100-0;093_1001AV_6.3;0;0-100
093_1001AL_6.3;0-100;093_72V_9.1;100;100-0
093_1001AV_6.3;100-0;093_73AV_9.1;100;100-0
093_1001AV_6.3;0-100;093_1003BL_6.3;0;0-100
093_1001AV_6.3;0-100;093_1003AR_6.2;100;100-0
486_955R_75.1;0-100;486_956L_75.0;0;0-100
486_955R_75.1;0-100;486_956R_75.0;0;0-100
486_958R_74.9;0-100;486_959L_74.9;0;0-100
486_958R_74.9;0-100;486_959R_74.9;0;0-100
486_957R_75.0;0-100;486_958L_74.9;0;0-100
486_957R_75.0;0-100;486_958R_74.9;0;0-100
486_956R_75.0;0-100;486_957L_75.0;0;0-100
486_956R_75.0;0-100;486_957R_75.0;0;0-100
479_1671V_301.9;0-100;479_1673L_301.9;0;0-100
479_1671V_301.9;0-100;479_1673R_301.9;0;0-100
479_1673L_301.9;0-100;479_1675V_302.0;0;0-100
478_1031L_0.3;0-100;478_1035L_0.4;0;0-100
478_1031L_0.3;0-100;478_1035R_0.4;0;0-100
485_40L_100.9;100-0;485_40V_100.9;0;0-100
479_1673R_301.9;0-100;479_1705V_304.3;0;0-100
478_1649L_2.2;100-0;478_1659L_2.1;100;100-0
085_28AR_36.2;100-0;085_28AV_36.2;0;0-100
085_28AR_36.2;0-100;146_1001AL_44.5;0;0-100
085_28AR_36.2;0-100;146_1001AR_44.5;0;0-100
047_41L_42.5;0-100;831_901V_101.9;0;0-100
525_1311BL_180.6;100-0;525_477R_78.9;100;100-0
135_2021R_40.3;0-100;135_2025L_40.4;0;0-100
135_2021R_40.3;0-100;135_2025R_40.4;0;0-100
544_1063AR_23.4;0-100;544_1083AL_0.1;0;0-100
544_1063AR_23.4;0-100;544_1079AV_0.2;100;100-0
550_955R_25.1;100-0;550_955V_25.1;0;0-100
831_28V_201.3;0-100;831_915R_201.0;100;100-0
831_28V_201.3;0-100;831_914V_201.0;100;100-0
011_39BR_68.8;0-100;011_61BR_69.0;100;100-0
011_39BR_68.8;0-100;011_64R_68.9;0;0-100
011_303R_69.9;0-100;011_307L_69.8;0;0-100
011_303R_69.9;0-100;011_73L_68.9;100;100-0
011_299BV_70.0;0-100;654_427L_50.4;100;100-0
035_97R_46.1;100-0;035_97V_46.1;0;0-100
035_105V_46.9;0-100;035_125V_48.0;0;0-100
478_1031R_0.3;0-100;478_1113AL_0.6;0;0-100
469_139R_600.3;0-100;469_328V_600.5;0;0-100
620_81BqV_42.3;100-0;620_83AL_42.3;40,410463;0-100
927_3051BqV_905.4;0-100;927_3051BL_905.4;5,011644;0-100
927_3083ApV_905.7;100-0;927_3051BL_905.4;95,068257;100-0
163_923BpV_43.6;0-100;664_915L_43.3;95,343306;100-0
664_913BqV_43.3;100-0;664_915L_43.3;4,695519;0-100
536_233BqV_60.7;100-0;536_235AL_60.7;37,879372;0-100
536_237BqV_60.8;0-100;536_235AL_60.7;59,720063;100-0
531_2585pV_34.7;100-0;531_2587R_34.6;37,360535;0-100
531_2589qV_34.7;0-100;531_2587R_34.6;62,704747;100-0
542_1177BpV_29.2;100-0;542_1183AR_29.2;2,896364;0-100
542_1229BpV_29.8;0-100;542_1183AR_29.2;97,081605;100-0
520_215qV_1.2;100-0;520_217AL_1.1;21,355703;0-100
520_217BpV_1.3;0-100;520_217AL_1.1;79,179425;100-0
522_213qV_58.0;0-100;522_151L_57.4;97,32336;100-0
522_149BqV_57.4;100-0;522_151L_57.4;2,540048;0-100
132_963ApV_48.8;0-100;132_455L_48.7;80,652104;100-0
132_455qV_48.7;0-100;132_455L_48.7;19,457737;0-100
536_237BpV_60.8;100-0;536_241AR_60.7;2,057306;0-100
536_307BqV_61.5;0-100;536_241AR_60.7;97,817599;100-0
924_355AqV_36.2;100-0;924_351AL_36.2;65,256569;100-0
924_351AqV_36.2;0-100;924_351AL_36.2;34,397;0-100
531_509BqV_35.8;0-100;531_509AR_35.7;56,913869;100-0
531_507BpV_35.7;100-0;531_509AR_35.7;42,630435;0-100
517_91BqV_69.5;0-100;517_91AR_69.4;59,498121;100-0
517_85BpV_69.5;100-0;517_91AR_69.4;41,935903;0-100
618_107AqV_51.3;0-100;618_107AR_51.3;5,046453;0-100
618_121BqV_50.9;0-100;618_107AR_51.3;95,240481;100-0
608_57AqV_88.4;100-0;608_903L_88.0;95,883827;100-0
608_37BqV_88.1;100-0;608_903L_88.0;4,101366;0-100
950_9qV_6.4;0-100;950_9L_6.4;20,605739;0-100
950_610ApV_6.4;100-0;950_9L_6.4;79,411692;100-0
545_77qV_22.3;100-0;545_79AL_22.3;41,422214;0-100
545_79BpV_22.3;0-100;545_79AL_22.3;58,712826;100-0
924_3767qV_37.0;100-0;924_3781AL_37.0;29,834781;0-100
924_3781BpV_37.1;0-100;924_3781AL_37.0;71,865359;100-0
924_3583BqV_35.8;100-0;924_3597AL_35.8;40,161084;0-100
924_3599BqV_35.9;0-100;924_3597AL_35.8;58,956183;100-0
618_47BpV_58.9;100-0;618_57AR_58.8;39,032994;0-100
618_57BqV_58.9;0-100;618_57AR_58.8;60,689826;100-0
553_225AqV_21.3;100-0;553_221R_21.3;57,989318;100-0
553_219BpV_21.3;100-0;553_221R_21.3;42,015388;0-100
950_105BqV_6.9;0-100;950_105AR_6.8;61,395271;100-0
950_101pV_6.8;100-0;950_105AR_6.8;38,759583;0-100
514_157qV_16.5;0-100;514_93AR_17.2;97,645093;100-0
514_91BqV_17.2;100-0;514_93AR_17.2;2,388639;0-100
514_85BpV_17.2;100-0;514_91AL_17.3;42,205237;0-100
514_91BqV_17.2;0-100;514_91AL_17.3;59,382817;100-0
514_91BpV_17.2;100-0;514_93AL_17.2;41,967152;0-100
514_93BqV_17.1;0-100;514_93AL_17.2;58,116632;100-0
940_369qV_43.2;100-0;940_371AL_43.2;40,700857;0-100
940_389BqV_43.3;0-100;940_371AL_43.2;57,264194;100-0
950_211AqV_7.8;0-100;950_211AL_7.8;38,789036;0-100
950_209pV_7.8;100-0;950_211AL_7.8;61,527125;100-0
560_1275AqV_24.9;0-100;560_1275AR_24.9;34,883728;0-100
560_1273ApV_24.9;100-0;560_1275AR_24.9;66,21299;100-0
620_71BqV_42.3;100-0;620_79AL_42.2;46,389396;0-100
620_81BqV_42.3;0-100;620_79AL_42.2;52,912114;100-0
924_347AqV_36.0;0-100;924_347AL_36.0;9,857984;0-100
924_351AqV_36.2;100-0;924_347AL_36.0;90,453767;100-0
924_3253BqV_34.2;0-100;924_3253AR_34.1;61,626879;100-0
924_3237BpV_34.2;100-0;924_3253AR_34.1;39,109655;0-100
924_355AqV_36.2;0-100;924_355AL_36.2;8,948046;0-100
924_359AqV_36.4;0-100;924_355AL_36.2;90,383546;100-0
924_351ApV_36.2;100-0;924_347AR_36.0;90,631699;100-0
924_347ApV_36.0;0-100;924_347AR_36.0;9,847309;0-100
555_525ApV_83.2;0-100;555_524V_83.2;25,46849;100-0
606_101BpV_0.9;0-100;606_83BV_0.7;92,052269;100-0
485_123ApV_201.7;100-0;485_123BL_201.7;4,217876;0-100
485_123ApV_201.7;0-100;485_123AR_201.7;6,255031;0-100
047_31qV_41.9;100-0;047_33AL_41.9;30,02026;0-100
135_2239pV_15.5;100-0;135_2243R_15.5;3,640147;0-100
926_4065pV_0.8;100-0;926_4067R_0.8;32,733309;0-100
926_4065pV_0.8;0-100;926_4065L_0.8;3,191632;0-100
555_355qV_84.2;0-100;555_329R_84.1;76,970447;100-0
527_113BpV_17.4;100-0;527_115R_17.4;1,79454;0-100
606_101BqV_0.9;100-0;606_103AL_0.9;9,433989;0-100
504_63BqV_18.3;100-0;504_69AL_18.3;4,470815;0-100
504_59BqV_18.3;100-0;504_67L_18.3;17,238923;0-100
527_91BqV_17.3;100-0;527_93L_17.3;20,828244;0-100
527_91BqV_17.3;0-100;527_73L_17.1;91,015842;100-0
478_1339BpV_2.1;100-0;478_1343V_2.1;30,723683;100-0
478_1339BqV_2.1;100-0;478_1345L_2.0;11,259128;0-100
478_1339BqV_2.1;0-100;478_1337AL_2.0;68,012314;100-0
485_123AqV_201.7;100-0;485_122L_200.2;98,882638;100-0
485_123AqV_201.7;0-100;485_123AL_201.7;6,223151;0-100
626_37pV_32.7;100-0;626_13AL_32.3;96,196437;100-0
626_37pV_32.7;0-100;626_37R_32.7;21,734653;0-100
626_37qV_32.7;100-0;626_35V_32.7;52,965328;100-0
626_37qV_32.7;0-100;626_37L_32.7;32,07221;0-100
603_87BpV_2.7;100-0;603_89R_2.6;3,337237;0-100
603_87BpV_2.7;0-100;603_87BL_2.7;60,265488;0-100
588_815AqV_1.9;100-0;588_811R_1.8;70,626817;100-0
588_815AqV_1.9;0-100;588_815AL_1.9;5,296568;0-100
588_815ApV_1.9;100-0;588_807L_1.7;91,891157;100-0
588_815ApV_1.9;0-100;588_815AR_1.9;31,908733;0-100
543_173BpV_45.3;100-0;543_175AR_45.3;32,237026;0-100
550_912ApV_25.9;0-100;550_912AR_25.9;9,990821;0-100
503_177pV_42.2;0-100;503_123L_43.1;98,165159;100-0
543_137BqV_44.9;0-100;543_135BV_15.0;84,711148;100-0
555_281BqV_83.6;100-0;555_285AL_83.6;32,336812;0-100
555_281BqV_83.6;0-100;555_245V_83.6;3,066524;100-0
133_1175pV_20.0;0-100;133_1123BV_19.3;97,642822;100-0
603_87BqV_2.7;100-0;603_89L_2.6;3,322049;0-100
603_87BqV_2.7;0-100;603_87AR_2.6;65,479959;100-0
926_4061qV_0.8;100-0;926_4063L_0.8;32,481755;0-100
926_4061qV_0.8;0-100;926_4053V_0.8;46,862621;100-0
550_957AqV_25.2;100-0;550_957BR_25.2;93,252231;0-100
550_957AqV_25.2;0-100;550_957AL_25.2;34,576239;0-100
555_255BqV_83.5;100-0;555_257L_83.4;33,407283;0-100
555_263BpV_83.5;0-100;555_255AR_83.4;71,88341;100-0
527_119BpV_17.4;100-0;527_121R_17.4;22,169254;0-100
555_367pV_84.3;100-0;555_369R_84.3;31,222191;0-100
555_359pV_84.3;0-100;555_333BV_84.2;76,007578;100-0
503_117BpV_43.1;0-100;503_117AR_43.2;67,238329;100-0
938_4509pV_0.2;100-0;938_4511R_0.2;1,500086;0-100
588_867AqV_2.3;100-0;588_814V_2.0;95,243215;100-0
588_867AqV_2.3;0-100;588_867AL_2.3;14,989405;0-100
588_867ApV_2.3;100-0;588_873V_2.3;3,310611;100-0
527_107BqV_17.4;100-0;527_109AL_17.4;33,637502;0-100
527_107BqV_17.4;0-100;527_105BV_17.4;34,548706;100-0
927_944AqV_905.7;100-0;927_943L_905.6;67,943081;100-0
927_944AqV_905.7;0-100;927_944AL_905.7;82,845845;0-100
927_944ApV_905.7;100-0;927_944BL_905.7;32,883743;0-100
927_944ApV_905.7;0-100;927_944AR_905.7;4,949334;0-100
603_167BpV_3.8;0-100;603_155R_3.4;95,613148;100-0
504_59BpV_18.3;100-0;504_67R_18.3;3,51959;0-100
504_59BpV_18.3;0-100;504_59BL_18.3;30,063214;0-100
926_4061pV_0.8;100-0;926_4063R_0.8;32,5195;0-100
926_4061pV_0.8;0-100;926_4061L_0.8;3,250693;0-100
555_525AqV_83.2;100-0;555_525BR_83.2;24,027084;0-100
555_525AqV_83.2;0-100;555_241L_83.6;96,245077;100-0
620_83BqV_42.3;100-0;620_85L_42.3;72,546515;0-100
620_83BqV_42.3;0-100;620_71AL_42.2;86,487286;100-0
518_117qV_63.5;100-0;518_119L_63.4;16,60078;0-100
518_117qV_63.5;0-100;518_115R_63.4;70,0594;100-0
133_950qV_20.9;100-0;133_951R_20.9;3,174775;0-100
133_950qV_20.9;0-100;133_950L_20.9;6,777332;0-100
588_341BpV_1.1;100-0;588_343R_1.1;0,917603;0-100
588_341BpV_1.1;0-100;588_341AL_1.0;65,318261;100-0
143_911ApV_17.9;0-100;143_911AL_17.9;34,668236;0-100
950_669ApV_7.4;100-0;950_669BR_7.4;11,309345;0-100
950_669ApV_7.4;0-100;950_669AL_7.4;65,304105;0-100
618_241qV_50.5;100-0;618_245R_50.5;3,874918;0-100
664_121BqV_42.5;100-0;664_221L_42.5;97,052287;0-100
664_121BqV_42.5;0-100;664_107AL_42.0;96,530285;100-0
664_121BpV_42.5;100-0;664_221R_42.5;44,990631;0-100
664_121BpV_42.5;0-100;664_121AL_42.4;73,371008;100-0
522_215BpV_58.1;100-0;522_207BL_58.1;68,013053;100-0
536_237BpV_60.8;0-100;536_237AL_60.7;68,96518;100-0
560_65qV_24.6;100-0;560_79L_24.7;89,192728;100-0
560_65qV_24.6;0-100;560_65R_24.6;17,110954;0-100
124_213qV_4.4;100-0;124_215L_4.4;17,234214;0-100
124_213qV_4.4;0-100;124_211R_3.9;96,974416;100-0
520_217BpV_1.3;100-0;520_219AR_1.2;1,658697;0-100
520_217BqV_1.3;100-0;520_219AL_1.2;33,168681;0-100
132_455qV_48.7;100-0;132_457R_48.8;63,468672;0-100
132_455pV_48.7;100-0;132_457L_48.8;2,174582;0-100
132_455pV_48.7;0-100;132_453BV_48.9;88,779165;100-0
132_963AqV_48.8;0-100;132_963AR_48.8;34,414691;0-100
132_963ApV_48.8;100-0;132_960L_49.1;93,022241;100-0
526_15BqV_4.2;100-0;927_5V_904.3;86,803068;100-0
526_15BqV_4.2;0-100;526_15AR_4.1;66,463793;100-0
620_908pV_42.4;100-0;620_906L_42.4;66,374498;100-0
620_908pV_42.4;0-100;620_908R_42.4;16,235199;0-100
514_93BpV_17.1;0-100;514_73L_17.4;93,483297;100-0
514_93BqV_17.1;100-0;514_95AR_17.2;2,531613;0-100
950_301qV_16.2;100-0;950_303AL_16.2;21,788573;0-100
950_301qV_16.2;0-100;950_293R_15.3;98,194489;100-0
950_201pV_11.7;100-0;950_203R_11.7;93,79896;0-100
927_3075BpV_905.5;0-100;927_3075BL_905.5;30,852724;0-100
608_65BpV_88.9;100-0;608_67R_88.9;0,22627;0-100
608_65BpV_88.9;0-100;608_63AR_88.8;89,396813;100-0
143_912AqV_17.9;100-0;143_912BL_17.9;16,231519;0-100
564_1311pV_23.5;100-0;564_1309L_23.5;67,605381;100-0
564_1311pV_23.5;0-100;564_1311R_23.5;62,017871;0-100
606_41BpV_37.6;100-0;606_43AR_37.6;32,115789;0-100
606_41BpV_37.6;0-100;606_41AL_37.5;66,941379;100-0
518_117pV_63.5;100-0;518_119R_63.4;97,119372;0-100
518_117pV_63.5;0-100;518_117L_63.5;5,141326;0-100
163_923BqV_43.6;100-0;163_931AL_43.6;32,210448;0-100
163_923BqV_43.6;0-100;163_923AR_43.5;82,454714;100-0
163_923BpV_43.6;100-0;163_931AR_43.6;32,322747;0-100
163_927BpV_43.6;100-0;163_931BL_43.7;67,719382;100-0
163_927BpV_43.6;0-100;163_927AL_43.6;74,494707;100-0
163_927BqV_43.6;100-0;163_933AL_43.6;32,342859;0-100
143_911AqV_17.9;100-0;143_911BL_17.8;20,379559;0-100
143_911AqV_17.9;0-100;143_910V_17.8;3,019582;100-0
550_910ApV_25.8;100-0;550_910BL_25.8;14,291887;0-100
550_910ApV_25.8;0-100;550_910AR_25.8;76,171023;0-100
550_910AqV_25.8;100-0;550_906R_25.6;91,744441;100-0
531_507BpV_35.7;0-100;531_507BL_35.7;8,166635;0-100
531_509BpV_35.8;0-100;531_509BL_35.8;6,85788;0-100
123_85pV_20.7;100-0;123_87AR_20.7;16,77784;0-100
514_159BpV_16.4;100-0;514_161AL_16.4;0,339564;0-100
517_63qV_69.3;100-0;517_73L_69.3;2,292563;0-100
517_63qV_69.3;0-100;517_63R_69.3;30,168243;0-100
618_107ApV_51.3;100-0;618_51BV_58.8;96,230694;100-0
950_223AV_17.2;0-100;950_851AL_12.0;100;100-0
039_5105V_107.8;100-0;611_2341R_106.3;100;100-0
039_5105V_107.8;0-100;039_5135V_109.7;0;0-100
039_5135L_109.7;100-0;039_5135V_109.7;0;0-100
039_5137R_109.5;0-100;039_5151L_109.7;0;0-100
039_5137R_109.5;0-100;039_5149R_109.9;100;100-0
926_4119V_1.4;0-100;926_4121V_1.4;0;0-100
926_4131L_1.7;0-100;926_4137V_1.8;0;0-100
039_5151L_109.7;0-100;779_50R_61.3;100;100-0
039_5149R_109.9;100-0;779_52R_61.4;100;100-0
085_311BR_31.9;100-0;085_311BV_31.9;0;0-100
550_954R_25.0;100-0;550_954V_25.0;0;0-100
550_954L_25.0;100-0;550_954V_25.0;0;0-100
664_107BL_42.1;100-0;664_107BV_42.1;0;0-100
087_1321R_24.1;0-100;528_1BL_27.9;100;100-0
087_1349V_25.8;0-100;528_1AV_27.9;100;100-0
087_1349V_25.8;0-100;087_1351R_25.9;0;0-100
087_115V_16.4;100-0;128_65AL_13.3;100;100-0
087_115V_16.4;0-100;087_117AL_16.5;0;0-100
087_115V_16.4;0-100;087_117AR_16.5;0;0-100
135_2201R_14.7;0-100;135_2205V_14.8;0;0-100
531_2775L_35.7;0-100;531_2777V_35.9;0;0-100
104_163BL_56.5;100-0;104_163BV_56.5;0;0-100
104_163BL_56.5;0-100;534_1115R_46.4;100;100-0
104_163BL_56.5;0-100;534_1121AR_46.5;100;100-0
520_163R_36.6;100-0;520_163V_36.6;0;0-100
525_443L_78.1;0-100;525_964L_78.6;100;100-0
518_123L_63.6;0-100;518_151V_64.2;0;0-100
087_115L_16.4;100-0;087_115V_16.4;0;0-100
087_115L_16.4;0-100;541_137V_2.2;0;0-100
087_1343R_25.4;0-100;087_1349V_25.8;0;0-100
046_201AR_34.6;100-0;046_201AV_34.6;0;0-100
046_201AR_34.6;0-100;046_227BV_36.1;0;0-100
046_227AR_36.0;0-100;046_227BV_36.1;0;0-100
217_103L_46.2;100-0;217_91V_43.1;100;100-0
217_103L_46.2;0-100;217_109V_46.8;0;0-100
555_249R_83.5;100-0;555_251AL_83.5;100;100-0
555_249R_83.5;0-100;555_319V_84.3;0;0-100
485_10L_76.9;100-0;485_10V_76.9;0;0-100
485_10L_76.9;0-100;486_801L_76.6;100;100-0
526_491L_104.1;100-0;588_411AR_2.8;100;100-0
526_491L_104.1;0-100;526_493V_104.2;0;0-100
502_251BL_100.5;100-0;502_253L_100.5;0;0-100
204_311L_22.6;0-100;204_315V_23.2;0;0-100
525_429BV_77.9;0-100;525_431BV_77.9;0;0-100
477_40R_201.0;100-0;477_40V_201.0;0;0-100
540_149AL_81.3;0-100;540_167BV_81.9;0;0-100
540_167BV_81.9;0-100;540_169AL_82.0;0;0-100
540_167BV_81.9;0-100;540_169AR_82.0;0;0-100
555_207R_83.2;0-100;555_511L_82.8;100;100-0
555_333AL_84.1;0-100;555_333BV_84.2;0;0-100
504_35AL_17.6;100-0;504_35AV_17.6;0;0-100
504_35AL_17.6;0-100;504_55AV_18.2;100;100-0
555_197L_83.3;100-0;555_197V_83.3;0;0-100
555_197L_83.3;0-100;555_501R_82.9;100;100-0
555_195L_83.2;100-0;555_195V_83.2;0;0-100
555_195L_83.2;0-100;555_501R_82.9;100;100-0
555_501R_82.9;100-0;555_501V_82.9;0;0-100
588_846V_2.2;0-100;588_865V_2.3;0;0-100
588_864V_2.2;0-100;588_865V_2.3;0;0-100
588_821R_1.7;0-100;588_826L_1.7;0;0-100
588_821R_1.7;0-100;588_826R_1.7;0;0-100
588_806R_1.6;0-100;588_821L_1.7;0;0-100
588_806R_1.6;0-100;588_821R_1.7;0;0-100
588_805AR_1.6;0-100;588_806L_1.6;0;0-100
588_805AR_1.6;0-100;588_806R_1.6;0;0-100
586_339AL_81.5;0-100;586_339BV_81.5;0;0-100
506_245V_45.2;0-100;506_247BV_45.2;0;0-100
085_215AR_19.8;0-100;085_215BV_19.9;0;0-100
555_249qV_83.5;100-0;555_251AL_83.5;66,7015;100-0
555_249qV_83.5;0-100;555_249L_83.5;5,088471;0-100
555_367qV_84.3;100-0;555_369L_84.3;26,334006;0-100
527_119BqV_17.4;100-0;527_121L_17.4;0,233993;0-100
527_119BqV_17.4;0-100;527_119AR_17.4;66,848053;100-0
555_281BpV_83.6;100-0;555_285AR_83.6;12,468002;0-100
555_263BqV_83.5;100-0;555_265AL_83.4;58,151614;0-100
555_213BqV_83.3;100-0;555_215AL_83.3;24,725093;0-100
555_213BqV_83.3;0-100;555_213BR_83.3;1,250932;0-100
950_95qV_41.6;100-0;950_97AL_41.5;20,001346;0-100
950_95qV_41.6;0-100;950_93V_41.5;44,629799;100-0
950_95pV_41.6;100-0;950_97AR_41.5;25,379361;0-100
503_181BqV_42.1;100-0;503_183AR_42.2;1,538586;0-100
938_4505pV_0.2;0-100;155_4439L_84.3;92,114496;100-0
938_4505qV_0.2;100-0;938_4507L_0.1;30,022601;0-100
938_4505qV_0.2;0-100;938_4505R_0.2;11,714394;0-100
503_181BpV_42.1;100-0;503_183AL_42.2;35,317365;0-100
503_929ApV_42.2;0-100;503_929AL_42.2;18,31419;0-100
588_867BqV_2.3;100-0;588_868AL_2.3;23,130046;0-100
588_867BpV_2.3;100-0;588_868AR_2.3;34,096082;0-100
588_867BpV_2.3;0-100;588_866V_2.3;1,645978;100-0
938_4541qV_1.3;100-0;938_4543L_1.3;31,271687;0-100
938_4541qV_1.3;0-100;938_4535L_1.3;68,966164;100-0
938_4541pV_1.3;0-100;938_4537L_1.3;68,950277;100-0
555_213BpV_83.3;0-100;555_213AL_83.3;69,296116;100-0
478_1329pV_2.0;100-0;478_1337BL_2.1;68,205297;100-0
506_149pV_44.2;100-0;506_151AR_44.1;29,776581;0-100
135_2239qV_15.5;100-0;135_2243L_15.5;32,287092;0-100
626_13BqV_32.4;100-0;626_25AL_32.4;34,75191;0-100
626_13BqV_32.4;0-100;626_13AR_32.3;86,982409;100-0
542_1243BpV_29.8;0-100;542_1235BV_29.8;62,288801;100-0
542_1243BqV_29.8;100-0;542_1247AL_29.8;13,497719;0-100
531_2749qV_35.6;100-0;531_2751L_35.6;23,328418;0-100
531_2749pV_35.6;0-100;531_2749L_35.6;5,499889;0-100
501_133qV_80.7;100-0;501_141AL_80.6;28,265754;0-100
501_133qV_80.7;0-100;501_29R_80.2;96,531344;100-0
527_67BpV_17.0;100-0;527_69R_17.0;70,529263;0-100
527_67BpV_17.0;0-100;527_67AL_16.9;71,333208;100-0
938_4629qV_3.6;100-0;938_4631L_3.6;12,336595;0-100
938_4629qV_3.6;0-100;938_4623R_3.5;68,198814;100-0
938_4629pV_3.6;100-0;155_4453R_88.1;88,534059;100-0
938_4583pV_2.4;100-0;938_4585R_2.3;31,543793;0-100
543_181BqV_45.3;100-0;543_907L_45.3;1,936106;0-100
543_181BqV_45.3;0-100;543_181AR_45.2;68,799482;100-0
543_183BpV_45.4;0-100;543_161BV_45.2;90,900721;100-0
531_521ApV_36.0;0-100;531_521AR_36.0;33,536586;0-100
135_2231pV_15.4;0-100;135_2209L_14.8;97,174687;100-0
011_840AqV_68.8;100-0;011_821V_68.8;75,529492;100-0
011_840AqV_68.8;0-100;011_58V_68.9;77,165923;100-0
617_1151ApV_39.3;100-0;617_701R_38.9;95,78332;100-0
617_1151ApV_39.3;0-100;617_1151AR_39.3;20,135636;0-100
542_1233BqV_29.8;0-100;542_1233AR_29.7;67,489231;100-0
542_1233BpV_29.8;0-100;542_1233BL_29.8;32,358286;0-100
503_929AqV_42.2;0-100;503_929AR_42.2;7,44795;0-100
503_177qV_42.2;100-0;503_181AR_42.2;18,944433;0-100
503_177qV_42.2;0-100;503_171BV_42.2;5,345114;100-0
586_147BpV_80.8;100-0;586_149AR_80.8;33,646258;0-100
586_147BpV_80.8;0-100;586_97BV_80.6;93,038759;100-0
133_1177BpV_20.0;100-0;133_963L_20.6;96,753729;100-0
133_1177BpV_20.0;0-100;133_1169L_19.8;91,311158;100-0
527_101BpV_17.4;100-0;527_103R_17.3;59,655282;0-100
527_111pV_17.4;100-0;527_113AR_17.3;50,087671;0-100
527_111pV_17.4;0-100;527_97V_17.3;74,869665;100-0
555_363qV_84.3;100-0;555_365L_84.2;26,458313;0-100
555_363qV_84.3;0-100;555_327R_84.2;71,275396;100-0
133_950pV_20.9;100-0;133_951L_20.9;61,613261;0-100
133_950pV_20.9;0-100;133_950R_20.9;20,998511;0-100
028_1003qV_52.6;100-0;028_1005L_52.6;29,457301;0-100
028_1003qV_52.6;0-100;543_213BV_46.2;99,74711;100-0
003_2227pV_84.2;100-0;003_2229R_84.2;34,882366;0-100
003_2227pV_84.2;0-100;003_2225L_84.1;70,481344;100-0
608_57ApV_88.4;100-0;608_915L_88.4;77,479262;100-0
608_57ApV_88.4;0-100;209_1R_19.0;99,329629;100-0
608_57AqV_88.4;0-100;608_57AL_88.4;32,106575;0-100
545_77qV_22.3;0-100;545_71BV_22.3;6,633537;100-0
950_921ApV_17.3;100-0;950_921BL_17.4;7,378557;0-100
950_921ApV_17.3;0-100;950_921AR_17.3;29,56642;0-100
924_3781BqV_37.1;100-0;924_3785AL_37.0;24,518837;0-100
924_3781BqV_37.1;0-100;924_3769R_36.9;88,895148;100-0
924_3767pV_37.0;100-0;924_2373R_37.4;95,448291;100-0
924_3767pV_37.0;0-100;924_3759V_36.9;84,853875;100-0
506_161BqV_44.2;100-0;506_163L_44.2;66,236237;0-100
506_161BpV_44.2;100-0;506_163R_44.2;2,028123;0-100
506_161BpV_44.2;0-100;506_161AL_44.2;65,342395;100-0
810_7001AqV_1.2;100-0;118_3L_89.1;98,665403;100-0
810_7001AqV_1.2;0-100;810_7001AL_1.2;5,404393;0-100
545_223BpV_23.8;100-0;545_225AR_23.7;0,199915;0-100
545_906AqV_21.9;100-0;545_906BR_22.0;4,2244;0-100
545_906AqV_21.9;0-100;545_905L_22.0;66,904507;100-0
545_906ApV_21.9;100-0;545_906BL_22.0;38,439739;0-100
545_906ApV_21.9;0-100;545_906AR_21.9;34,341121;0-100
486_36ApV_0.8;100-0;486_36BR_0.8;2,447798;0-100
486_36ApV_0.8;0-100;486_22V_0.8;43,034742;100-0
026_233BpV_26.0;100-0;026_235R_26.0;62,535693;0-100
